LATITUDE,LONGITUDE,County,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMIN,vpdmin (hPa),vpdmax (hPa)
43.54914,-71.46456,Belknap,152.4,5/28/00,,0.168571429,0,0,55.15714286,49.14285714,1.657142857,8.94
43.54914,-71.46456,Belknap,152.4,6/4/00,,0.017142857,0,0,59.65714286,48.85714286,1.275714286,16.04285714
43.54914,-71.46456,Belknap,152.4,6/11/00,,0.194285714,0,0,58.52857143,48.85714286,0.772857143,14.94142857
43.54914,-71.46456,Belknap,152.4,6/18/00,,0.12,0,0,60.51428571,52.14285714,0.755714286,11.44285714
43.54914,-71.46456,Belknap,152.4,6/25/00,,0.061428571,0,0,67.2,57,1.524285714,19.94428571
43.54914,-71.46456,Belknap,152.4,7/2/00,,0.212857143,0,0,70.31428571,60.28571429,1.088571429,20.08285714
43.54914,-71.46456,Belknap,152.4,7/9/00,,0.014285714,0,0,67.17142857,57.85714286,2.271428571,20.48714286
43.54914,-71.46456,Belknap,152.4,7/16/00,,0.2,0,0,68.24285714,58.28571429,1.587142857,20.31428571
43.54914,-71.46456,Belknap,152.4,7/23/00,,0.11,0,0,63.92857143,54.57142857,0.892857143,13.42428571
43.54914,-71.46456,Belknap,152.4,7/30/00,,0.422857143,0,0,66.72857143,58.42857143,0.688571429,14.16285714
43.54914,-71.46456,Belknap,152.4,8/6/00,,0.175714286,0,0,65.91428571,58.57142857,0.661428571,10.51428571
43.54914,-71.46456,Belknap,152.4,8/13/00,,0.095714286,0,0,70.27142857,60.85714286,0.921428571,17.35285714
43.54914,-71.46456,Belknap,152.4,8/20/00,,0.164285714,0,0,63.88571429,55.71428571,0.818571429,11.58
43.54914,-71.46456,Belknap,152.4,8/27/00,,0.021428571,0,0,64.8,54.57142857,1.09,17.59142857
43.54914,-71.46456,Belknap,152.4,9/3/00,,0,0,0,69.07142857,59,0.838571429,17.15142857
43.54914,-71.46456,Belknap,152.4,9/10/00,,0.015714286,0,0,60.18571429,47.85714286,0.692857143,14.79571429
43.54914,-71.46456,Belknap,152.4,9/17/00,,0.135714286,0,0,61.98571429,52.85714286,1.255714286,13.17
43.54914,-71.46456,Belknap,152.4,9/24/00,,0.138571429,0,0,61.55714286,53.28571429,1.485714286,13.11285714
43.54914,-71.46456,Belknap,152.4,10/1/00,,0,0,0,48.94285714,37.57142857,0.725714286,10.23857143
43.54914,-71.46456,Belknap,152.4,10/8/00,,0.154285714,0,0,53.58571429,43.71428571,0.57,9.838571429
43.54914,-71.46456,Belknap,152.4,10/15/00,,0.001428571,0,0,49.32857143,38.14285714,1.264285714,12.73142857
43.54914,-71.46456,Belknap,152.4,10/22/00,,0.268571429,0,0,47.9,39,1.104285714,7.961428571
43.54914,-71.46456,Belknap,152.4,10/29/00,,0,0,0,48.11428571,36,0.79,10.39142857
43.54914,-71.46456,Belknap,152.4,11/5/00,,0.092857143,0,0,43.54285714,35.28571429,0.832857143,7.612857143
43.54914,-71.46456,Belknap,152.4,11/12/00,,0.298571429,0,0,44.95714286,39.85714286,0.495714286,4.24
43.54914,-71.46456,Belknap,152.4,11/19/00,,0.14,0,0,39.18571429,33.57142857,0.991428571,4.304285714
43.54914,-71.46456,Belknap,152.4,11/26/00,,0,0,0,27.08571429,20,0.675714286,4.105714286
43.54914,-71.46456,Belknap,152.4,12/3/00,,0.1,0,0,34.07142857,28.85714286,0.6,3.222857143
43.54914,-71.46456,Belknap,152.4,12/10/00,,0,0,0,21.57142857,13.14285714,0.792857143,4.272857143
43.54914,-71.46456,Belknap,152.4,12/17/00,,0.261428571,0,0,25.22857143,16.57142857,0.354285714,2.63
43.54914,-71.46456,Belknap,152.4,12/24/00,,0.162857143,0.333333333,2,25.3,17.28571429,0.488571429,2.537142857
43.54914,-71.46456,Belknap,152.4,12/31/00,,0.087142857,1.5,2.714285714,17.14285714,8.571428571,0.575714286,2.298571429
43.54914,-71.46456,Belknap,152.4,1/7/01,,0.058571429,0.785714286,9.142857143,18.85714286,9.857142857,0.198571429,2.231428571
43.54914,-71.46456,Belknap,152.4,1/14/01,,0.008571429,0.166666667,9.428571429,19.04285714,9.285714286,0.422857143,2.717142857
43.54914,-71.46456,Belknap,152.4,1/21/01,,0.05,0.571428571,9.142857143,23.17142857,15.42857143,0.335714286,2.131428571
43.54914,-71.46456,Belknap,152.4,1/28/01,,0,0,10,20.8,9.142857143,0.302857143,3.49
43.54914,-71.46456,Belknap,152.4,2/4/01,,0.144285714,0.614285714,11.28571429,22.04285714,12.42857143,0.154285714,2.362857143
43.54914,-71.46456,Belknap,152.4,2/11/01,,0.28,2.857142857,20,27.22857143,19.85714286,0.517142857,3.108571429
43.54914,-71.46456,Belknap,152.4,2/18/01,,0.01,0.071428571,15.57142857,18.67142857,8.142857143,0.371428571,3.277142857
43.54914,-71.46456,Belknap,152.4,2/25/01,,0.017142857,0.5,15.42857143,20.12857143,9.428571429,0.627142857,3.848571429
43.54914,-71.46456,Belknap,152.4,3/4/01,,0.094285714,0.428571429,16,19.51428571,10.42857143,0.414285714,2.964285714
43.54914,-71.46456,Belknap,152.4,3/11/01,,0.26,3.285714286,20,26.18571429,18.14285714,0.287142857,3.298571429
43.54914,-71.46456,Belknap,152.4,3/18/01,,0.104285714,0.785714286,21.57142857,32.48571429,23.14285714,0.63,5.751428571
43.54914,-71.46456,Belknap,152.4,3/25/01,,0.461428571,1.071428571,16.71428571,35.68571429,28.14285714,0.67,5.374285714
43.54914,-71.46456,Belknap,152.4,4/1/01,,0.205714286,1.142857143,18,30.5,22.28571429,0.421428571,4.16
43.54914,-71.46456,Belknap,152.4,4/8/01,,0.02,0,16.42857143,37.14285714,27.57142857,0.668571429,7.6
43.54914,-71.46456,Belknap,152.4,4/15/01,,0.084285714,0,7.571428571,41.38571429,32.57142857,0.32,6.915714286
43.54914,-71.46456,Belknap,152.4,4/22/01,,0.008571429,0,0,42.04285714,28.57142857,0.638571429,11.16428571
43.54914,-71.46456,Belknap,152.4,4/29/01,,0,0,0,51.44285714,34.28571429,1.19,17.76571429
43.54914,-71.46456,Belknap,152.4,5/6/01,,0,0,0,60.24285714,42.71428571,1.367142857,25.40285714
43.54914,-71.46456,Belknap,152.4,5/13/01,,0.025714286,0,0,59.22857143,41.28571429,1.402857143,25.57142857
43.54914,-71.46456,Belknap,152.4,5/20/01,,0.002857143,0,0,52.81428571,48.28571429,1.21,10.66285714
43.54914,-71.46456,Belknap,152.4,5/27/01,,0.045714286,0,0,57.87142857,47.85714286,1.16,14.80571429
43.54914,-71.46456,Belknap,152.4,6/3/01,,0.584285714,0,0,53.6,46,0.938571429,8.067142857
43.54914,-71.46456,Belknap,152.4,6/10/01,,0.104285714,0,0,61.15714286,50.71428571,1.694285714,17.22714286
43.54914,-71.46456,Belknap,152.4,6/17/01,,0.12,0,0,71.85714286,60.28571429,0.981428571,22.70571429
43.54914,-71.46456,Belknap,152.4,6/24/01,,0.134285714,0,0,69.18571429,60.14285714,1.631428571,16.48
43.54914,-71.46456,Belknap,152.4,7/1/01,,0.042857143,0,0,72.6,62.14285714,2.194285714,23.37714286
43.54914,-71.46456,Belknap,152.4,7/8/01,,0.147142857,0,0,64.91428571,56.42857143,1.872857143,16.79571429
43.54914,-71.46456,Belknap,152.4,7/15/01,,0.02,0,0,66.54285714,59,1.282857143,15.02571429
43.54914,-71.46456,Belknap,152.4,7/22/01,,0.061428571,0,0,68.25714286,58.14285714,1.448571429,20.60285714
43.54914,-71.46456,Belknap,152.4,7/29/01,,0.137142857,0,0,70.87142857,60,2.647142857,25.57714286
43.54914,-71.46456,Belknap,152.4,8/5/01,,0.007142857,0,0,72.51428571,60.71428571,1.994285714,24.18428571
43.54914,-71.46456,Belknap,152.4,8/12/01,,0,0,0,78.64285714,67.85714286,3.951428571,30.15428571
43.54914,-71.46456,Belknap,152.4,8/19/01,,0.07,0,0,70.64285714,60.57142857,1.872857143,21.32285714
43.54914,-71.46456,Belknap,152.4,8/26/01,,0.025714286,0,0,69.32857143,59.14285714,1.251428571,20.26
43.54914,-71.46456,Belknap,152.4,9/2/01,,0.157142857,0,0,68.28571429,58.71428571,2.084285714,19.87857143
43.54914,-71.46456,Belknap,152.4,9/9/01,,0.08,0,0,65.05714286,52.71428571,1.367142857,20.34428571
43.54914,-71.46456,Belknap,152.4,9/16/01,,0.047142857,0,0,62.81428571,53.28571429,1.414285714,18.63428571
43.54914,-71.46456,Belknap,152.4,9/23/01,,0.108571429,0,0,62.91428571,52.42857143,0.765714286,14.03428571
43.54914,-71.46456,Belknap,152.4,9/30/01,,0.182857143,0,0,57.82857143,49,0.797142857,10.51428571
43.54914,-71.46456,Belknap,152.4,10/7/01,,0.007142857,0,0,58.91428571,47.66666667,1.232857143,15.51571429
43.54914,-71.46456,Belknap,152.4,10/14/01,,0,0,0,51.82857143,41.66666667,0.978571429,12.78428571
43.54914,-71.46456,Belknap,152.4,10/21/01,,0.125714286,0,0,49.38571429,39.71428571,0.72,9.385714286
43.54914,-71.46456,Belknap,152.4,10/28/01,,0.045714286,0,0,50.02857143,39.85714286,0.794285714,7.76
43.54914,-71.46456,Belknap,152.4,11/4/01,,0.045714286,0,0,43.62857143,34.14285714,0.737142857,7.932857143
43.54914,-71.46456,Belknap,152.4,11/11/01,,0.055714286,0,0,39.87142857,33.14285714,1.254285714,6.024285714
43.54914,-71.46456,Belknap,152.4,11/18/01,,0.001428571,0,0,37.15714286,27.57142857,1,6.312857143
43.54914,-71.46456,Belknap,152.4,11/25/01,,0.008571429,0,0,39.45714286,31.42857143,0.792857143,6.13
43.54914,-71.46456,Belknap,152.4,12/2/01,,0.178571429,0,0,44.74285714,38.42857143,0.35,3.801428571
43.54914,-71.46456,Belknap,152.4,12/9/01,,0.042857143,0.5,0.571428571,42.15714286,32.71428571,0.824285714,7.624285714
43.54914,-71.46456,Belknap,152.4,12/16/01,,0.084285714,0,0,33.37142857,26.71428571,0.337142857,3.03
43.54914,-71.46456,Belknap,152.4,12/23/01,,0.168571429,0,0,29.61428571,25.85714286,0.655714286,2.528571429
43.54914,-71.46456,Belknap,152.4,12/30/01,,0.012857143,0,0,26.88571429,20.28571429,0.648571429,2.97
43.54914,-71.46456,Belknap,152.4,1/6/02,,0,0,0.857142857,24.87142857,19.14285714,1.004285714,3.321428571
43.54914,-71.46456,Belknap,152.4,1/13/02,,0.107142857,0.785714286,3.714285714,31.12857143,26,0.544285714,2.632857143
43.54914,-71.46456,Belknap,152.4,1/20/02,,0.092857143,0.714285714,7.571428571,23.97142857,16.42857143,0.304285714,2.571428571
43.54914,-71.46456,Belknap,152.4,1/27/02,,0.057142857,0.5,6.714285714,30.4,21.42857143,0.404285714,3.83
43.54914,-71.46456,Belknap,152.4,2/3/02,,0.184285714,1,4.857142857,27.75714286,19.28571429,0.198571429,2.78
43.54914,-71.46456,Belknap,152.4,2/10/02,,0,0,5.857142857,19.95714286,11.42857143,0.375714286,3.098571429
43.54914,-71.46456,Belknap,152.4,2/17/02,,0.13,0,4.857142857,23.6,11.85714286,0.484285714,3.85
43.54914,-71.46456,Belknap,152.4,2/24/02,,0.065714286,0,2.571428571,31.88571429,23,0.424285714,4.36
43.54914,-71.46456,Belknap,152.4,3/3/02,,0.165714286,0,1,31.84285714,21.85714286,0.277142857,5.355714286
43.54914,-71.46456,Belknap,152.4,3/10/02,,0.098571429,0,0,32.64285714,24.85714286,0.468571429,3.731428571
43.54914,-71.46456,Belknap,152.4,3/17/02,,0.012857143,0,0,32.91428571,24.14285714,0.478571429,5.218571429
43.54914,-71.46456,Belknap,152.4,3/24/02,,0.1,1.214285714,2.142857143,28.67142857,21.42857143,0.588571429,4.102857143
43.54914,-71.46456,Belknap,152.4,3/31/02,,0.201428571,0,0.571428571,37.2,28.28571429,0.41,7.554285714
43.54914,-71.46456,Belknap,152.4,4/7/02,,0.102857143,0,0,39.68571429,30.71428571,0.937142857,7.122857143
43.54914,-71.46456,Belknap,152.4,4/14/02,,0.127142857,0,0,47.6,36.71428571,1.005714286,9.668571429
43.54914,-71.46456,Belknap,152.4,4/21/02,,0.104285714,0,0,59.18571429,44.85714286,0.867142857,18.92714286
43.54914,-71.46456,Belknap,152.4,4/28/02,,0.095714286,0.142857143,0.2,39.72857143,30.85714286,0.964285714,8.28
43.54914,-71.46456,Belknap,152.4,5/5/02,,0.224285714,0,0,42.45714286,35.57142857,0.961428571,7.021428571
43.54914,-71.46456,Belknap,152.4,5/12/02,,0.02,0,0,56.25714286,44.14285714,2.718571429,17.96571429
43.54914,-71.46456,Belknap,152.4,5/19/02,,0.455714286,0,0,47.34285714,39,1.117142857,8.537142857
43.54914,-71.46456,Belknap,152.4,5/26/02,,0,0,0,52.71428571,39.57142857,2.331428571,16.90714286
43.54914,-71.46456,Belknap,152.4,6/2/02,,0.105714286,0,0,66.81428571,55.85714286,1.108571429,18.47857143
43.54914,-71.46456,Belknap,152.4,6/9/02,,0.178571429,0,0,57.37142857,49.42857143,0.862857143,13.08
43.54914,-71.46456,Belknap,152.4,6/16/02,,0.168571429,0,0,59.82857143,52,1.107142857,11.12857143
43.54914,-71.46456,Belknap,152.4,6/23/02,,0.147142857,0,0,63.78571429,54.85714286,0.764285714,15.90285714
43.54914,-71.46456,Belknap,152.4,6/30/02,,0.084285714,0,0,70.47142857,59.28571429,0.852857143,22.09857143
43.54914,-71.46456,Belknap,152.4,7/7/02,,0,0,0,76.48571429,67.14285714,2.638571429,25.26857143
43.54914,-71.46456,Belknap,152.4,7/14/02,,0.003333333,0,0,67.25714286,56.16666667,1.282857143,21.09142857
43.54914,-71.46456,Belknap,152.4,7/21/02,,0.021428571,0,0,69.1,60,1.442857143,17.87571429
43.54914,-71.46456,Belknap,152.4,7/28/02,,0.022857143,0,0,69.07142857,58.42857143,1.268571429,20.02714286
43.54914,-71.46456,Belknap,152.4,8/4/02,,0.024285714,0,0,75.4,65.57142857,0.964285714,23.86285714
43.54914,-71.46456,Belknap,152.4,8/11/02,,0.005714286,0,0,70.5,59.14285714,2.364285714,23.93571429
43.54914,-71.46456,Belknap,152.4,8/18/02,,0.015714286,0,0,80.05714286,66.42857143,1.841428571,36.72142857
43.54914,-71.46456,Belknap,152.4,8/25/02,,0.095714286,0,0,69.51428571,58,1.197142857,23.52142857
43.54914,-71.46456,Belknap,152.4,9/1/02,,0.178571429,0,0,64.82857143,53.28571429,1.122857143,19.20428571
43.54914,-71.46456,Belknap,152.4,9/8/02,,0.018571429,0,0,66.21428571,57.57142857,1.575714286,17.42857143
43.54914,-71.46456,Belknap,152.4,9/15/02,,0.005714286,0,0,69.32857143,56.57142857,1.98,25.13428571
43.54914,-71.46456,Belknap,152.4,9/22/02,,0.192857143,0,0,66.65714286,55.85714286,0.168571429,15.28571429
43.54914,-71.46456,Belknap,152.4,9/29/02,,0.294285714,0,0,60.52857143,51.42857143,0.374285714,11.17571429
43.54914,-71.46456,Belknap,152.4,10/6/02,,0.047142857,0,0,60.22857143,50.28571429,0.698571429,11.29142857
43.54914,-71.46456,Belknap,152.4,10/13/02,,0.024285714,0,0,49.5,42.42857143,0.727142857,6.684285714
43.54914,-71.46456,Belknap,152.4,10/20/02,,0.168571429,0,0,44.21428571,36.14285714,0.39,6.324285714
43.54914,-71.46456,Belknap,152.4,10/27/02,,0.134285714,0,0,38.58571429,30.28571429,0.524285714,6.368571429
43.54914,-71.46456,Belknap,152.4,11/3/02,,0.005714286,0,0,34.74285714,26.42857143,1.055714286,5.862857143
43.54914,-71.46456,Belknap,152.4,11/10/02,,0.137142857,0.357142857,0.428571429,35.1,28.28571429,0.402857143,4.505714286
43.54914,-71.46456,Belknap,152.4,11/17/02,,0.342857143,0.5,0.571428571,43.87142857,35.28571429,0.301428571,5.375714286
43.54914,-71.46456,Belknap,152.4,11/24/02,,0.195714286,0.071428571,1.714285714,33.97142857,29.42857143,0.237142857,2.068571429
43.54914,-71.46456,Belknap,152.4,12/1/02,,0.028571429,0.333333333,1,29.87142857,24.28571429,0.375714286,3.202857143
43.54914,-71.46456,Belknap,152.4,12/8/02,,0.007142857,0.114285714,1,20.54285714,14,0.478571429,2.574285714
43.54914,-71.46456,Belknap,152.4,12/15/02,,0.175714286,0.5,1.857142857,25.82857143,16.42857143,0.305714286,2.792857143
43.54914,-71.46456,Belknap,152.4,12/22/02,,0.091428571,0.057142857,0.571428571,29.07142857,21.28571429,0.697142857,3.894285714
43.54914,-71.46456,Belknap,152.4,12/29/02,,0.137142857,1.571428571,5.571428571,27.07142857,21.71428571,0.87,3.258571429
43.54914,-71.46456,Belknap,152.4,1/5/03,,0.288571429,3.4,10.85714286,23.75714286,14.57142857,0.198571429,2.411428571
43.54914,-71.46456,Belknap,152.4,1/12/03,,0.06,0.16,14.57142857,20.18571429,14,0.195714286,2.072857143
43.54914,-71.46456,Belknap,152.4,1/19/03,,0,0,12.71428571,9,-2.285714286,0.122857143,2.024285714
43.54914,-71.46456,Belknap,152.4,1/26/03,,0,0,11.85714286,7.385714286,0.428571429,0.588571429,1.875714286
43.54914,-71.46456,Belknap,152.4,2/2/03,,0.105714286,0.785714286,13.28571429,14.58571429,4.428571429,0.221428571,1.901428571
43.54914,-71.46456,Belknap,152.4,2/9/03,,0.075714286,0.214285714,14.57142857,22.9,15,0.548571429,3.041428571
43.54914,-71.46456,Belknap,152.4,2/16/03,,0.015714286,0.257142857,15.85714286,7.614285714,-3,0.272857143,2.312857143
43.54914,-71.46456,Belknap,152.4,2/23/03,,0.167142857,1.257142857,19,25.44285714,17.42857143,0.727142857,4.008571429
43.54914,-71.46456,Belknap,152.4,3/2/03,,0.012857143,0,17,17.02857143,5,0.21,3.217142857
43.54914,-71.46456,Belknap,152.4,3/9/03,,0.108571429,0.428571429,19.42857143,16.14285714,3,0.242857143,2.998571429
43.54914,-71.46456,Belknap,152.4,3/16/03,,0.005714286,0.214285714,17.85714286,21.08571429,10.57142857,0.562857143,3.751428571
43.54914,-71.46456,Belknap,152.4,3/23/03,,0.135714286,0,10.85714286,38.44285714,25.57142857,0.262857143,8.128571429
43.54914,-71.46456,Belknap,152.4,3/30/03,,0.084285714,0,1.142857143,42.47142857,29.14285714,0.17,8.334285714
43.54914,-71.46456,Belknap,152.4,4/6/03,,0.254285714,1.5,2,30.1,23.71428571,0.28,3.311428571
43.54914,-71.46456,Belknap,152.4,4/13/03,,0.067142857,,,35.71428571,25.42857143,0.444285714,7.725714286
43.54914,-71.46456,Belknap,152.4,4/20/03,,0,,0,43.44285714,27.28571429,0.937142857,13.10714286
43.54914,-71.46456,Belknap,152.4,4/27/03,,0.177142857,,0,45.17142857,35.71428571,0.595714286,8.661428571
43.54914,-71.46456,Belknap,152.4,5/4/03,,0.191428571,0,0,52.62857143,38.28571429,1.124285714,14.31714286
43.54914,-71.46456,Belknap,152.4,5/11/03,,0.071428571,0,0,52.48571429,42.14285714,1.122857143,12.63428571
43.54914,-71.46456,Belknap,152.4,5/18/03,,0.121428571,0,0,50.3,41.85714286,0.777142857,9.294285714
43.54914,-71.46456,Belknap,152.4,5/25/03,,0.072857143,0,0,58.01428571,48,1.842857143,16.98857143
43.54914,-71.46456,Belknap,152.4,6/1/03,,0.178571429,0,0,58.05714286,51.14285714,0.58,9.105714286
43.54914,-71.46456,Belknap,152.4,6/8/03,,0.087142857,0,0,58.52857143,49.85714286,0.882857143,13.09428571
43.54914,-71.46456,Belknap,152.4,6/15/03,,0.108571429,0,0,62.32857143,55.42857143,1.081428571,12.10857143
43.54914,-71.46456,Belknap,152.4,6/22/03,,0.004285714,0,0,63.94285714,53.14285714,0.972857143,17.26714286
43.54914,-71.46456,Belknap,152.4,6/29/03,,0.022857143,0,0,74.61428571,63.57142857,1.828571429,27.14571429
43.54914,-71.46456,Belknap,152.4,7/6/03,,0,0,0,74.28571429,64,2.747142857,26.52
43.54914,-71.46456,Belknap,152.4,7/13/03,,0.141428571,0,0,69.67142857,61.14285714,2.325714286,19.95
43.54914,-71.46456,Belknap,152.4,7/20/03,,0.105714286,0,0,67.44285714,58.57142857,0.888571429,17.26
43.54914,-71.46456,Belknap,152.4,7/27/03,,0.081428571,0,0,73.62857143,66,2.74,19.01714286
43.54914,-71.46456,Belknap,152.4,8/3/03,,0.315714286,0,0,68,58.71428571,1.258571429,17.59142857
43.54914,-71.46456,Belknap,152.4,8/10/03,,0.247142857,0,0,74.5,67.57142857,0.481428571,13.03857143
43.54914,-71.46456,Belknap,152.4,8/17/03,,0.375714286,0,0,74.37142857,66.28571429,1.03,17.11857143
43.54914,-71.46456,Belknap,152.4,8/24/03,,0.115714286,0,0,71.28571429,61,1.304285714,20.88285714
43.54914,-71.46456,Belknap,152.4,8/31/03,,0.007142857,0,0,64.5,54.14285714,1.515714286,17.86571429
43.54914,-71.46456,Belknap,152.4,9/7/03,,0.184285714,0,0,61.61428571,53.71428571,0.762857143,11.39714286
43.54914,-71.46456,Belknap,152.4,9/14/03,,0,0,0,61.2,49.42857143,0.662857143,15.94285714
43.54914,-71.46456,Belknap,152.4,9/21/03,,0.16,0,0,64.5,54.85714286,0.297142857,11.46714286
43.54914,-71.46456,Belknap,152.4,9/28/03,,0.258571429,0,0,60.45714286,52.42857143,0.702857143,10.00142857
43.54914,-71.46456,Belknap,152.4,10/5/03,,0.148571429,0,0,50.18571429,41.57142857,0.515714286,7.627142857
43.54914,-71.46456,Belknap,152.4,10/12/03,,0,0,0,53.05714286,40.57142857,0.425714286,11.76285714
43.54914,-71.46456,Belknap,152.4,10/19/03,,0.287142857,0,0,48.9,39.42857143,0.604285714,8.82
43.54914,-71.46456,Belknap,152.4,10/26/03,,0.052857143,0,0,38.62857143,31,0.462857143,5.202857143
43.54914,-71.46456,Belknap,152.4,11/2/03,,0.338571429,0,0,51.37142857,42,0.461428571,6.907142857
43.54914,-71.46456,Belknap,152.4,11/9/03,,0.142857143,0,0,40.95714286,34.85714286,0.691428571,4.122857143
43.54914,-71.46456,Belknap,152.4,11/16/03,,0.041428571,0,0,32.61428571,23.85714286,0.7,4.784285714
43.54914,-71.46456,Belknap,152.4,11/23/03,,0.124285714,0,0,41.04285714,32.28571429,0.574285714,5.968571429
43.54914,-71.46456,Belknap,152.4,11/30/03,,0.095714286,0,0,38.48571429,29.71428571,0.444285714,5.488571429
43.54914,-71.46456,Belknap,152.4,12/7/03,,0.124285714,2,1.857142857,23.4,16.42857143,0.702857143,3.037142857
43.54914,-71.46456,Belknap,152.4,12/14/03,,0.155714286,0.285714286,6.571428571,25.18571429,17.42857143,0.594285714,2.834285714
43.54914,-71.46456,Belknap,152.4,12/21/03,,0.442857143,1.642857143,6.285714286,26.27142857,18.28571429,0.575714286,2.734285714
43.54914,-71.46456,Belknap,152.4,12/28/03,,0.041428571,0,2.285714286,32.24285714,25.42857143,0.687142857,2.99
43.54914,-71.46456,Belknap,152.4,1/4/04,,0.047142857,0.142857143,0.285714286,33.97142857,26.57142857,0.848571429,4.56
43.54914,-71.46456,Belknap,152.4,1/11/04,,0.017142857,0.185714286,1,12.07142857,5.285714286,0.511428571,2.12
43.54914,-71.46456,Belknap,152.4,1/18/04,,0.021428571,0.214285714,2.142857143,6.185714286,-3.428571429,0.415714286,1.745714286
43.54914,-71.46456,Belknap,152.4,1/25/04,,0.007142857,0.083333333,2.428571429,12.05714286,5.714285714,0.551428571,1.828571429
43.54914,-71.46456,Belknap,152.4,2/1/04,,0,0,1.833333333,12.18571429,5,0.66,2.422857143
43.54914,-71.46456,Belknap,152.4,2/8/04,,0.137142857,1.071428571,4.142857143,22.82857143,13,0.457142857,3.01
43.54914,-71.46456,Belknap,152.4,2/15/04,,0,0,5.285714286,22.08571429,10.57142857,0.765714286,3.87
43.54914,-71.46456,Belknap,152.4,2/22/04,,0.028571429,0.157142857,4,18.57142857,9.428571429,0.425714286,3.107142857
43.54914,-71.46456,Belknap,152.4,2/29/04,,0,0,3.714285714,28.11428571,17.14285714,1.341428571,5.347142857
43.54914,-71.46456,Belknap,152.4,3/7/04,,0.028571429,0,0.857142857,39.15714286,30.42857143,0.56,5.855714286
43.54914,-71.46456,Belknap,152.4,3/14/04,,0.022857143,0.114285714,0.285714286,32.27142857,24.85714286,0.905714286,5.127142857
43.54914,-71.46456,Belknap,152.4,3/21/04,,0.064285714,0.585714286,1.285714286,28.5,20.71428571,0.627142857,4.681428571
43.54914,-71.46456,Belknap,152.4,3/28/04,,0.067142857,0.142857143,0.142857143,34.31428571,23,0.37,5.571428571
43.54914,-71.46456,Belknap,152.4,4/4/04,,0.4,0,0,38.38571429,30.71428571,0.357142857,4.804285714
43.54914,-71.46456,Belknap,152.4,4/11/04,,0.017142857,0,0,37.12857143,27.57142857,1.057142857,7.71
43.54914,-71.46456,Belknap,152.4,4/18/04,,0.275714286,0,0,43.31428571,32,0.568571429,9.408571429
43.54914,-71.46456,Belknap,152.4,4/25/04,,0.048571429,0,0,51.31428571,38.28571429,1.07,15.39571429
43.54914,-71.46456,Belknap,152.4,5/2/04,,0.118571429,0,0,52.94285714,41.42857143,1.057142857,15.36
