,STATION,LATITUDE,LONGITUDE,County,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMIN,vpdmin (hPa),vpdmax (hPa)
35,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-12-31,,0.11193548387096773,0.7580645161290323,5.870967741935484,23.76451612903226,14.36774193548387,0.3893548387096774,3.052258064516129
36,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-01-31,,0.10193548387096775,0.9032258064516129,16.35483870967742,12.996774193548386,2.7806451612903222,0.21258064516129033,1.8829032258064515
37,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-02-28,,0.10321428571428572,0.5285714285714286,15.607142857142858,17.164285714285715,6.160714285714286,0.2914285714285714,2.9267857142857143
38,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-03-31,,0.08096774193548387,0.15,12.225806451612904,29.05806451612903,15.925806451612903,0.1835483870967742,5.402903225806452
39,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-04-30,,0.1423333333333333,0.4666666666666667,3.3,39.730000000000004,28.209999999999997,0.39633333333333337,9.652
40,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-05-31,,0.1396774193548387,0.0,0.0,53.31290322580645,43.15806451612904,0.5399999999999999,11.330967741935483
41,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-06-30,,0.09533333333333333,0.0,0.0,63.59,52.776666666666664,0.2813333333333333,16.32
42,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-07-31,,0.11,0.0,0.0,68.86451612903227,57.36129032258064,0.41580645161290325,19.371290322580645
43,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-08-31,,0.30129032258064514,0.0,0.0,69.45161290322581,58.89032258064516,0.15612903225806452,15.92
44,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-09-30,,0.194,0.0,0.0,59.90333333333333,48.943333333333335,0.11866666666666667,10.855666666666668
45,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-10-31,,0.1867741935483871,0.03225806451612903,0.03225806451612903,45.71935483870968,34.49354838709677,0.1664516129032258,8.034516129032259
46,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-11-30,,0.11699999999999999,0.0,0.0,38.84666666666667,29.44,0.40800000000000003,5.5233333333333325
47,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-12-31,,0.2319354838709677,1.064516129032258,12.0,25.33225806451613,15.329032258064515,0.3961290322580645,3.266774193548387
48,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-01-31,,0.025806451612903226,0.16129032258064516,9.709677419354838,12.929032258064517,4.393548387096774,0.4670967741935484,2.1729032258064516
49,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-02-29,,0.05241379310344828,0.3103448275862069,15.482758620689655,21.96896551724138,10.272413793103448,0.5968965517241379,3.9779310344827588
50,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-03-31,,0.044516129032258066,0.24193548387096775,3.032258064516129,33.89032258064516,23.76774193548387,0.4464516129032258,5.731935483870967
51,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-04-30,,0.245,0.0,0.0,43.82333333333334,32.473333333333336,0.571,10.276333333333334
52,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-05-31,,0.15903225806451612,0.0,0.0,56.854838709677416,44.770967741935486,0.3225806451612903,13.84483870967742
53,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-06-30,,0.07133333333333333,0.0,0.0,61.39666666666667,48.96333333333334,0.3716666666666667,16.617666666666665
54,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-07-31,,0.18483870967741936,0.0,0.0,67.16774193548386,57.31290322580645,0.4448387096774194,15.23709677419355
55,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-08-31,,0.10580645161290322,0.0,0.0,67.25806451612904,56.63870967741936,0.23741935483870968,14.986774193548387
56,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-09-30,,0.188,0.0,0.0,60.14,48.18333333333333,0.272,12.795333333333334
57,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-10-31,,0.07548387096774194,0.0,0.0,47.3258064516129,36.24193548387097,0.4287096774193549,8.669354838709678
58,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-11-30,,0.14666666666666667,0.0,0.0,37.093333333333334,26.759999999999998,0.44633333333333336,5.623
59,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-12-31,,0.13903225806451613,0.20967741935483872,0.6129032258064516,24.712903225806453,15.793548387096775,0.3809677419354839,2.938064516129032
60,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-01-31,,0.12580645161290324,0.9774193548387097,4.483870967741935,18.141935483870967,8.106451612903227,0.3116129032258065,2.5077419354838706
61,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-02-28,,0.1075,0.7321428571428571,6.555555555555555,23.721428571428568,11.160714285714286,0.26607142857142857,4.355714285714286
62,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-03-31,,0.13709677419354838,0.8387096774193549,10.129032258064516,27.84193548387097,16.748387096774195,0.49451612903225806,5.054516129032258
63,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-04-30,,0.20566666666666666,0.0,0.0,45.519999999999996,31.903333333333332,0.5803333333333334,12.343666666666667
64,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-05-31,,0.16161290322580643,0.0,0.0,49.87096774193548,39.70322580645161,0.5667741935483871,10.351612903225806
65,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-06-30,,0.17233333333333334,0.0,0.0,67.3,56.35333333333333,0.514,17.358
66,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-07-31,,0.20774193548387096,0.0,0.0,70.28709677419356,59.00322580645161,0.6674193548387097,18.816129032258065
67,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-08-31,,0.1635483870967742,0.0,0.0,68.70322580645161,57.02903225806452,0.3264516129032258,18.405806451612904
68,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-09-30,,0.128,0.0,0.0,62.169999999999995,49.059999999999995,0.26833333333333337,15.725
69,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-10-31,,0.5616129032258065,0.0,0.0,49.45161290322581,41.31290322580645,0.4532258064516129,7.143870967741936
70,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-11-30,,0.191,0.16666666666666666,0.6333333333333333,37.56333333333334,26.706666666666667,0.3443333333333333,6.54
71,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-12-31,,0.1403225806451613,0.532258064516129,4.935483870967742,23.690322580645162,14.01290322580645,0.28193548387096773,2.803225806451613
72,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-01-31,,0.17709677419354838,0.6290322580645161,4.935483870967742,27.53548387096774,17.61935483870968,0.26903225806451614,3.339677419354839
73,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-02-28,,0.09464285714285714,0.32142857142857145,2.2142857142857144,23.557142857142857,13.478571428571428,0.3485714285714286,3.7639285714285715
74,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-03-31,,0.03741935483870967,0.0,0.25806451612903225,30.906451612903226,20.416129032258063,0.6261290322580645,6.016451612903226
75,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-04-30,,0.10833333333333334,0.01,0.0,45.190000000000005,31.583333333333332,0.7976666666666666,12.539
76,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-05-31,,0.3632258064516129,0.0,0.0,54.44516129032258,44.358064516129026,0.5932258064516129,12.310645161290322
77,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-06-30,,0.411,0.0,0.0,64.72,55.35,0.3466666666666667,13.583333333333334
78,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-07-31,,0.19903225806451613,0.0,0.0,70.86129032258064,59.358064516129026,0.3606451612903226,19.83225806451613
79,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-08-31,,0.14870967741935484,0.0,0.0,65.55483870967743,54.458064516129035,0.45870967741935487,16.442903225806454
80,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-09-30,,0.08600000000000001,0.0,0.0,57.78666666666666,46.78666666666666,0.24066666666666667,11.334
81,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-10-31,,0.2670967741935484,0.0,0.0,46.619354838709675,36.03548387096774,0.37129032258064515,8.289032258064516
82,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-11-30,,0.18533333333333335,0.0,0.0,42.09,32.98,0.39066666666666666,5.787999999999999
83,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-12-31,,0.11548387096774194,0.06451612903225806,0.06451612903225806,33.15161290322581,24.638709677419353,0.42548387096774193,4.274516129032258
84,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-01-31,,0.09483870967741935,0.12903225806451613,0.9354838709677419,24.019354838709678,15.419354838709678,0.4,3.1177419354838714
85,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-02-28,,0.06642857142857143,0.8928571428571429,9.285714285714286,16.564285714285713,6.807142857142857,0.42607142857142855,3.0107142857142857
86,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-03-31,,0.09499999999999999,0.5333333333333333,9.266666666666667,28.16,15.95,0.458,5.666666666666667
87,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-04-30,,0.289,0.7333333333333333,2.142857142857143,39.983333333333334,29.790000000000003,0.651,8.876666666666667
88,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-05-31,,0.11483870967741935,0.0,0.0,54.89677419354839,41.04516129032258,0.6125806451612903,17.557741935483868
89,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-06-30,,0.11933333333333333,0.0,0.0,63.986666666666665,52.8,0.748,16.448666666666664
90,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-07-31,,0.11612903225806452,0.0,0.0,66.75806451612904,55.961290322580645,0.46677419354838706,16.85258064516129
91,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-08-31,,0.08870967741935484,0.0,0.0,66.7290322580645,53.722580645161294,0.3964516129032258,19.610645161290325
92,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-09-30,,0.11066666666666668,0.0,0.0,61.07666666666667,48.03,0.4376666666666667,16.243666666666666
93,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-10-31,,0.19193548387096776,0.0,0.0,53.122580645161285,42.354838709677416,0.40161290322580645,10.259677419354839
94,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-11-30,,0.12766666666666668,0.03333333333333333,0.03333333333333333,35.05,25.666666666666668,0.4656666666666667,5.05
95,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-12-31,,0.17193548387096774,1.196774193548387,11.1,22.94516129032258,14.345161290322581,0.3329032258064516,2.503548387096774
96,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-01-31,,0.08161290322580644,0.5,13.516129032258064,22.887096774193548,12.8,0.26903225806451614,2.9951612903225806
97,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-02-29,,0.32931034482758625,1.1896551724137931,18.535714285714285,24.17241379310345,14.506896551724138,0.31103448275862067,2.79
98,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-03-31,,0.19483870967741937,0.3870967741935484,17.322580645161292,27.706451612903226,16.967741935483872,0.43806451612903224,4.5525806451612905
99,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-04-30,,0.15266666666666667,0.016666666666666666,2.433333333333333,44.99,31.576666666666664,0.5866666666666667,12.880666666666666
100,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-05-31,,0.023870967741935485,0.0,0.0,51.21290322580645,38.225806451612904,0.7732258064516129,14.614516129032259
101,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-06-30,,0.222,0.0,0.0,64.55,53.90333333333333,0.5586666666666668,16.091666666666665
102,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-07-31,,0.16516129032258065,0.0,0.0,69.40645161290323,58.88387096774194,0.42096774193548386,16.70709677419355
103,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-08-31,,0.14451612903225808,0.0,0.0,64.62258064516129,53.70322580645161,0.24483870967741936,14.378709677419355
104,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-09-30,,0.21866666666666665,0.0,0.0,59.46,48.169999999999995,0.258,12.072000000000001
105,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-10-31,,0.10612903225806451,0.0,0.0,46.561290322580646,34.84838709677419,0.2787096774193549,8.776129032258064
106,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-11-30,,0.16433333333333333,0.03333333333333333,0.0,36.05,27.85,0.5003333333333333,4.390333333333333
107,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-12-31,,0.20967741935483872,0.9838709677419355,2.806451612903226,25.56451612903226,16.364516129032257,0.31935483870967746,2.8341935483870966
108,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-01-31,,0.10935483870967741,0.9516129032258065,6.5,13.812903225806451,2.9161290322580644,0.2587096774193548,2.1593548387096773
109,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-02-28,,0.07999999999999999,0.5892857142857143,9.75,21.910714285714285,10.292857142857143,0.3464285714285714,3.4564285714285714
110,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-03-31,,0.09258064516129033,0.2903225806451613,2.161290322580645,31.129032258064516,19.799999999999997,0.3838709677419355,6.032903225806452
111,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-04-30,,0.13466666666666666,0.0,0.0,44.93,33.016666666666666,0.7346666666666667,11.725333333333333
112,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-05-31,,0.12612903225806452,0.0,0.0,54.18709677419355,42.07419354838709,0.5941935483870968,14.422580645161291
113,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-06-30,,0.16933333333333334,0.0,0.0,61.11666666666667,51.776666666666664,0.5186666666666667,12.251
114,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-07-31,,0.2735483870967742,0.0,0.0,65.13870967741936,55.667741935483875,0.342258064516129,13.853870967741937
115,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-08-31,,0.20096774193548386,0.0,0.0,68.40645161290323,57.63548387096775,0.3116129032258065,16.70387096774194
116,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-09-30,,0.050333333333333334,0.0,0.0,57.06333333333334,44.50666666666667,0.20433333333333334,12.627
117,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-10-31,,0.2403225806451613,0.0,0.0,44.60967741935484,34.854838709677416,0.2535483870967742,7.086451612903226
118,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-11-30,,0.12033333333333333,0.0,0.0,41.53333333333333,31.626666666666665,0.42900000000000005,6.2363333333333335
119,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-12-31,,0.17161290322580647,0.5483870967741935,6.645161290322581,24.996774193548386,16.164516129032258,0.3364516129032258,2.9038709677419354
120,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-01-31,,0.09032258064516129,0.6290322580645161,6.967741935483871,22.06451612903226,13.209677419354838,0.35161290322580646,2.448709677419355
121,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-02-28,,0.18785714285714286,0.6964285714285714,5.464285714285714,24.946428571428573,17.557142857142857,0.5728571428571428,3.0928571428571425
122,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-03-31,,0.26419354838709674,0.03225806451612903,3.064516129032258,37.28064516129032,27.219354838709677,0.5658064516129032,7.002903225806452
123,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-04-30,,0.08433333333333334,0.0,0.0,47.61666666666667,34.96,0.4263333333333333,12.306333333333333
124,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-05-31,,0.07193548387096774,0.0,0.0,57.193548387096776,43.49677419354839,0.6958064516129032,17.7041935483871
125,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-06-30,,0.10400000000000001,0.0,0.0,64.44,53.43666666666666,0.5273333333333333,16.149333333333335
126,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-07-31,,0.15064516129032257,0.0,0.0,71.58387096774193,59.8,0.717741935483871,21.81032258064516
127,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-08-31,,0.0803225806451613,0.0,0.0,67.01935483870967,55.61290322580645,0.6687096774193548,18.46225806451613
128,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-09-30,,0.06321428571428571,0.0,0.0,61.54666666666667,50.086666666666666,0.5613333333333334,15.702
129,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-10-31,,0.3106451612903226,0.0,0.0,47.60322580645161,37.15161290322581,0.3364516129032258,8.039677419354838
130,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-11-30,,0.113,0.016666666666666666,0.0,37.11,28.043333333333333,0.492,5.346333333333333
131,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-12-31,,0.1332258064516129,0.3387096774193548,1.2903225806451613,23.574193548387097,15.912903225806453,0.4125806451612903,2.3851612903225807
132,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-01-31,,0.08483870967741935,0.9612903225806452,13.258064516129032,17.799999999999997,7.129032258064516,0.2232258064516129,2.477096774193549
133,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-02-28,,0.12357142857142857,1.0178571428571428,24.464285714285715,19.110714285714288,6.896428571428571,0.33,3.5892857142857144
134,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-03-31,,0.17225806451612902,0.23548387096774193,11.96774193548387,29.32903225806452,19.97741935483871,0.4396774193548387,4.250967741935484
135,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-04-30,,0.1686206896551724,0.1724137931034483,0.2413793103448276,41.61034482758621,32.04482758620689,0.40241379310344827,7.430689655172414
136,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-05-31,,0.14935483870967742,0.0,0.0,54.94193548387097,44.34838709677419,0.3409677419354839,10.586451612903225
137,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-06-30,,0.20933333333333334,0.0,0.0,62.906666666666666,52.22,0.6263333333333333,15.433666666666666
138,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-07-31,,0.08967741935483872,0.0,0.0,69.47419354838709,57.483870967741936,0.4625806451612903,20.039032258064516
139,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-08-31,,0.33838709677419354,0.0,0.0,66.59354838709677,56.05806451612903,0.12322580645161291,13.802903225806451
140,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-09-30,,0.22766666666666666,0.0,0.0,61.333333333333336,50.919999999999995,0.132,11.362333333333334
141,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-10-31,,0.20451612903225805,0.42903225806451617,0.7096774193548387,50.60645161290322,41.748387096774195,0.33064516129032256,7.921612903225806
142,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-11-30,,0.13066666666666665,0.3,1.8,39.64,28.563333333333333,0.4246666666666667,6.8053333333333335
143,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-12-31,,0.1429032258064516,0.11290322580645161,0.22580645161290322,32.44838709677419,23.141935483870967,0.31806451612903225,3.8690322580645162
144,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-01-31,,0.11419354838709678,0.2806451612903226,2.5483870967741935,23.05806451612903,14.35483870967742,0.31612903225806455,2.749032258064516
145,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-02-29,,0.02379310344827586,0.06896551724137931,0.1724137931034483,27.731034482758623,18.417241379310347,0.5424137931034483,4.402413793103448
146,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-03-31,,0.06451612903225806,0.3225806451612903,1.935483870967742,39.28387096774193,27.906451612903226,0.7141935483870968,9.338064516129032
147,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-04-30,,0.08466666666666667,0.0,0.0,44.836666666666666,33.093333333333334,1.06,11.562666666666667
148,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-05-31,,0.17655172413793105,0.0,0.0,55.36333333333334,44.32666666666667,0.5033333333333333,12.934333333333333
149,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-06-30,,0.149,0.0,0.0,62.36333333333333,51.55,0.5596666666666666,14.969
150,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-07-31,,0.12000000000000001,0.0,0.0,69.69999999999999,57.04516129032258,0.8806451612903226,22.268709677419356
151,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-08-31,,0.07354838709677419,0.0,0.0,68.34193548387097,55.60967741935484,0.11709677419354839,18.65967741935484
152,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-09-30,,0.18566666666666665,0.0,0.0,59.4,45.65,0.24366666666666664,15.298666666666666
153,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-10-31,,0.21451612903225808,0.0,0.0,49.44516129032258,39.83870967741935,0.3406451612903226,7.4470967741935485
154,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-11-30,,0.012333333333333333,0.0,0.0,37.39,28.123333333333335,0.5206666666666666,5.532666666666667
155,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-12-31,,0.1761290322580645,0.45161290322580644,1.3548387096774193,29.929032258064513,22.293548387096774,0.33677419354838706,2.9719354838709675
