,STATION,LATITUDE,LONGITUDE,County,ELEVATION,DATE,PRCP,SNOW,SNWD,AWND,vpdmin (hPa),vpdmax (hPa),TAVG,TMAX,TMIN,RH
17,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-11-01,0.16,0.0,0.0,8.532857142857143,0.9285714285714286,7.981428571428571,44.98571428571428,55.042857142857144,34.91428571428572,63.82142857142857
18,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-11-08,0.0,0.0,0.0,8.308571428571428,1.6099999999999999,5.594285714285715,38.58571428571429,45.41428571428571,31.714285714285715,37.32142857142857
19,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-11-15,1.06,0.0,0.0,5.305714285714286,0.3242857142857143,6.1414285714285715,37.24285714285714,47.800000000000004,26.657142857142855,60.607142857142854
20,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-11-22,0.61,0.0,0.0,4.8585714285714285,0.14857142857142858,4.418571428571428,36.92857142857143,44.542857142857144,29.342857142857145,56.607142857142854
21,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-11-29,1.6700000000000002,0.0,0.0,8.34,0.97,6.322857142857143,39.885714285714286,47.94285714285714,31.857142857142858,82.53571428571429
22,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-12-06,0.04,0.0,0.0,5.272857142857142,0.4942857142857143,8.195714285714287,42.871428571428574,54.01428571428572,31.728571428571428,81.14285714285714
23,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-12-13,0.34,1.0,1.0,5.4628571428571435,0.3257142857142857,5.998571428571429,35.98571428571429,47.714285714285715,24.25714285714286,71.0
24,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-12-20,0.25,1.5,4.0,5.048571428571429,0.4642857142857143,4.702857142857143,30.728571428571428,40.142857142857146,21.357142857142858,82.0
25,USC00270913,43.25886,-72.0021,Merrimack,248.4,1998-12-27,0.5,0.0,2.0,5.401428571428572,0.3028571428571429,3.3614285714285717,24.842857142857145,36.51428571428571,13.185714285714285,82.89285714285714
26,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-01-03,0.38,4.0,17.0,6.327142857142857,0.25857142857142856,2.3971428571428572,15.914285714285715,28.014285714285712,3.828571428571429,88.82142857142857
27,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-01-10,2.1799999999999997,6.0,23.0,5.465714285714285,0.12285714285714286,2.1814285714285715,15.842857142857143,28.87142857142857,2.8285714285714287,78.64285714285714
28,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-01-17,2.22,8.0,39.0,5.912857142857143,0.14714285714285716,1.8057142857142858,15.9,26.914285714285715,4.8999999999999995,87.0
29,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-01-24,1.73,0.0,47.0,4.632857142857143,0.24857142857142858,3.4314285714285715,32.1,41.31428571428571,22.885714285714283,89.25
30,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-01-31,0.8300000000000001,6.0,56.0,5.114285714285714,0.3028571428571429,3.007142857142857,22.342857142857145,32.94285714285714,11.757142857142856,87.21428571428571
31,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-02-07,1.3499999999999999,2.0,35.0,5.6257142857142854,0.27714285714285714,4.748571428571429,26.5,39.25714285714286,13.742857142857144,89.25
32,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-02-14,0.08,0.0,19.0,8.02142857142857,0.6257142857142857,5.2057142857142855,29.314285714285713,41.05714285714286,17.6,91.07142857142857
33,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-02-21,0.64,2.0,21.0,4.027142857142858,0.22999999999999998,3.9899999999999998,27.157142857142855,36.871428571428574,17.442857142857143,83.92857142857143
34,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-02-28,0.04,0.5,28.0,9.138571428571428,0.5485714285714286,4.242857142857143,20.228571428571428,31.285714285714285,9.171428571428573,86.03571428571429
35,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-03-07,3.04,6.5,26.0,10.514285714285714,0.4557142857142857,4.467142857142857,32.15714285714286,41.58571428571429,22.74285714285714,84.46428571428571
36,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-03-14,0.22,0.0,54.0,10.992857142857144,0.54,3.59,23.657142857142855,32.82857142857143,14.485714285714286,80.67857142857143
37,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-03-21,0.5,5.5,33.0,10.355714285714285,0.8114285714285714,6.5442857142857145,35.971428571428575,45.32857142857143,26.614285714285717,81.21428571428571
38,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-03-28,1.19,0.5,4.0,7.382857142857143,0.5257142857142857,6.475714285714285,36.44285714285714,47.08571428571429,25.8,90.53571428571429
39,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-04-04,0.6000000000000001,0.0,0.0,8.118571428571428,0.8971428571428571,11.208571428571428,45.31428571428571,56.800000000000004,33.8,78.10714285714286
40,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-04-11,0.07,0.0,0.0,8.15,0.9114285714285714,11.394285714285715,43.285714285714285,56.44285714285714,30.11428571428571,89.10714285714286
41,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-04-18,0.37,0.0,0.0,8.052857142857142,1.02,9.477142857142857,41.67142857142857,53.1,30.24285714285714,80.28571428571429
42,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-04-25,0.13,0.0,0.0,5.881428571428572,0.6757142857142858,10.942857142857141,45.957142857142856,58.042857142857144,33.91428571428572,78.89285714285714
43,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-05-02,0.07,0.0,0.0,5.815714285714286,1.3671428571428572,15.105714285714287,48.74285714285714,63.25714285714286,34.22857142857143,76.17857142857143
44,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-05-09,0.8600000000000001,0.0,0.0,5.274285714285715,0.7842857142857144,10.5,58.271428571428565,66.24285714285715,50.34285714285714,65.17857142857143
45,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-05-16,0.0,0.0,0.0,7.2542857142857144,0.6857142857142857,16.385714285714286,51.6,67.14285714285714,36.042857142857144,78.85714285714286
46,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-05-23,1.51,0.0,0.0,5.655714285714287,0.3028571428571429,16.175714285714285,58.800000000000004,72.25714285714285,45.31428571428571,57.714285714285715
47,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-05-30,0.81,0.0,0.0,4.982857142857143,0.31714285714285717,14.569999999999999,57.51428571428572,69.61428571428571,45.41428571428571,60.57142857142857
48,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-06-06,0.04,0.0,0.0,7.061428571428571,1.8157142857142858,24.955714285714286,68.91428571428571,83.02857142857144,54.785714285714285,40.57142857142857
49,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-06-13,0.08,0.0,0.0,5.272857142857142,0.8385714285714286,22.80857142857143,66.78571428571429,79.95714285714287,53.57142857142857,51.75
50,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-06-20,0.56,0.0,0.0,5.497142857142857,0.6114285714285714,16.888571428571428,63.271428571428565,75.2,51.357142857142854,35.357142857142854
51,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-06-27,0.24,0.0,0.0,4.314285714285714,0.7828571428571428,26.665714285714284,69.82857142857144,84.25714285714285,55.4,42.32142857142857
52,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-07-04,1.8,0.0,0.0,5.847142857142857,0.7185714285714285,20.52285714285714,74.08571428571429,84.44285714285715,63.68571428571429,50.285714285714285
53,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-07-11,0.46,0.0,0.0,7.762857142857143,1.1414285714285715,21.84857142857143,71.87142857142858,83.82857142857142,59.94285714285714,43.035714285714285
54,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-07-18,0.0,0.0,0.0,3.355714285714286,0.7471428571428572,25.072857142857142,70.11428571428571,83.65714285714286,56.6,53.32142857142857
55,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-07-25,1.72,0.0,0.0,3.6114285714285717,0.29857142857142854,23.601428571428574,71.94285714285715,85.25714285714285,58.628571428571426,55.07142857142857
56,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-08-01,1.33,0.0,0.0,3.9957142857142856,0.21428571428571427,20.23428571428571,73.62857142857142,84.51428571428572,62.771428571428565,52.357142857142854
57,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-08-08,0.2,0.0,0.0,4.474285714285714,0.5928571428571429,22.904285714285717,68.1,81.64285714285714,54.542857142857144,36.035714285714285
58,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-08-15,1.06,0.0,0.0,5.05,0.3042857142857143,14.838571428571429,65.64285714285714,76.39999999999999,54.84285714285714,41.17857142857143
59,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-08-22,1.31,0.0,0.0,3.8657142857142857,0.25285714285714284,16.027142857142856,65.18571428571428,75.7,54.714285714285715,27.928571428571427
60,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-08-29,0.56,0.0,0.0,3.0028571428571427,0.21428571428571427,17.47142857142857,68.58571428571429,79.3,57.82857142857143,28.964285714285715
61,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-09-05,0.0,0.0,0.0,3.0042857142857144,0.48714285714285716,26.68857142857143,67.24285714285715,82.98571428571428,51.48571428571428,36.5
62,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-09-12,3.48,0.0,0.0,4.890000000000001,0.09,13.338571428571429,70.28571428571429,78.67142857142858,61.89999999999999,32.964285714285715
63,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-09-19,5.77,0.0,0.0,7.062857142857142,0.16714285714285712,11.877142857142857,59.82857142857143,69.52857142857142,50.128571428571426,29.142857142857142
64,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-09-26,0.92,0.0,0.0,5.5928571428571425,0.09571428571428571,11.282857142857143,56.81428571428571,68.1,45.55714285714286,49.75
65,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-10-03,0.88,0.0,0.0,4.188571428571429,0.16,10.83,56.82857142857142,68.72857142857143,44.92857142857143,55.392857142857146
66,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-10-10,0.8,0.0,0.0,5.4957142857142856,0.29714285714285715,8.204285714285714,44.857142857142854,56.028571428571425,33.7,48.07142857142857
67,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-10-17,0.45999999999999996,0.0,0.0,5.845714285714286,0.29,10.464285714285714,47.98571428571428,60.57142857142857,35.385714285714286,40.0
68,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-10-24,1.4,0.0,0.0,6.168571428571428,0.13428571428571429,7.13,43.6,54.51428571428572,32.65714285714286,49.892857142857146
69,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-10-31,0.0,0.0,0.0,4.761428571428572,0.31428571428571433,9.068571428571428,41.871428571428574,55.885714285714286,27.857142857142858,63.92857142857143
70,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-11-07,0.77,0.0,0.0,8.401428571428571,0.9671428571428571,10.952857142857143,47.871428571428574,61.01428571428572,34.75714285714286,78.89285714285714
71,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-11-14,0.32,0.0,0.0,6.134285714285714,0.7657142857142858,6.597142857142857,37.34285714285714,47.800000000000004,26.857142857142858,83.10714285714286
72,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-11-21,0.52,0.0,0.0,9.265714285714285,0.8028571428571428,5.298571428571429,37.31428571428571,45.528571428571425,29.085714285714285,84.67857142857143
73,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-11-28,1.21,0.0,0.0,4.7299999999999995,0.06285714285714286,6.268571428571429,49.07142857142857,59.44285714285714,38.728571428571435,83.85714285714286
74,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-12-05,0.12000000000000001,0.0,0.0,5.5600000000000005,0.8200000000000001,4.545714285714285,32.74285714285714,40.228571428571435,25.25714285714286,84.17857142857143
75,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-12-12,0.72,0.0,0.0,8.915714285714285,0.41285714285714287,3.9614285714285713,37.885714285714286,46.042857142857144,29.74285714285714,79.32142857142857
76,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-12-19,0.3,1.0,2.0,4.984285714285714,0.2357142857142857,2.98,30.7,37.871428571428574,23.5,73.92857142857143
77,USC00270913,43.25886,-72.0021,Merrimack,248.4,1999-12-26,0.78,0.0,0.0,6.038571428571428,0.3671428571428571,3.207142857142857,21.8,31.428571428571427,12.200000000000001,78.67857142857143
78,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-01-02,0.0,0.0,0.0,5.048571428571429,0.5585714285714286,3.974285714285714,22.47142857142857,32.885714285714286,12.057142857142859,83.89285714285714
79,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-01-09,0.9099999999999999,0.0,0.0,6.485714285714286,0.3157142857142857,4.2057142857142855,30.7,40.885714285714286,20.542857142857144,83.89285714285714
80,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-01-16,1.09,0.0,0.0,11.792857142857143,0.5914285714285715,3.525714285714286,23.02857142857143,31.157142857142855,14.9,83.60714285714286
81,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-01-23,0.3,2.5,3.0,10.352857142857143,0.2928571428571428,1.5057142857142858,3.8428571428571425,14.457142857142857,-6.785714285714286,84.82142857142857
82,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-01-30,1.05,9.0,41.0,8.34,0.37,2.1314285714285712,13.171428571428573,22.557142857142857,3.7857142857142856,86.60714285714286
83,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-02-06,0.53,5.0,70.0,8.404285714285715,0.33999999999999997,3.565714285714286,19.599999999999998,30.614285714285717,8.514285714285714,90.07142857142857
84,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-02-13,0.26,1.3,49.0,7.2871428571428565,0.37285714285714283,3.762857142857143,20.485714285714288,33.67142857142857,7.285714285714286,86.32142857142857
85,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-02-20,2.19,11.5,68.0,6.645714285714285,0.12571428571428572,2.472857142857143,20.114285714285717,30.185714285714287,10.057142857142859,85.25
86,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-02-27,0.9500000000000001,0.0,76.0,3.994285714285714,0.1742857142857143,4.4071428571428575,31.714285714285715,41.471428571428575,21.957142857142856,81.21428571428571
87,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-03-05,0.29000000000000004,0.0,12.0,9.457142857142857,0.6771428571428572,4.867142857142857,36.714285714285715,44.871428571428574,28.514285714285712,82.28571428571429
88,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-03-12,1.6099999999999999,9.0,8.0,7.031428571428571,0.7485714285714286,7.352857142857142,38.01428571428572,47.98571428571428,28.042857142857144,73.57142857142857
89,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-03-19,1.22,5.5,30.0,6.647142857142858,0.22142857142857145,5.727142857142857,30.771428571428572,42.699999999999996,18.814285714285713,85.71428571428571
90,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-03-26,0.05,0.0,3.0,5.048571428571429,0.20428571428571432,9.855714285714285,38.91428571428571,52.65714285714286,25.157142857142855,62.67857142857143
91,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-04-02,1.52,0.0,0.0,6.3914285714285715,0.35428571428571426,8.837142857142856,42.98571428571428,54.457142857142856,31.514285714285712,85.78571428571429
92,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-04-09,2.13,0.0,0.0,8.755714285714285,0.2928571428571428,7.721428571428571,46.32857142857143,55.199999999999996,37.457142857142856,78.96428571428571
93,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-04-16,1.05,0.0,0.0,8.81857142857143,0.45,9.805714285714286,41.785714285714285,53.871428571428574,29.714285714285715,74.67857142857143
94,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-04-23,2.26,0.0,0.0,6.581428571428572,0.5228571428571429,5.981428571428572,43.785714285714285,50.89999999999999,36.67142857142857,75.71428571428571
95,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-04-30,1.05,0.0,0.0,6.934285714285714,0.20428571428571426,6.642857142857143,41.642857142857146,50.52857142857143,32.728571428571435,84.42857142857143
96,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-05-07,0.16,0.0,0.0,6.518571428571428,0.6900000000000001,16.05,53.542857142857144,67.27142857142857,39.800000000000004,69.0
97,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-05-14,1.69,0.0,0.0,5.6571428571428575,0.5457142857142857,15.198571428571428,58.34285714285714,70.45714285714286,46.214285714285715,51.392857142857146
98,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-05-21,0.55,0.0,0.0,5.3028571428571425,0.3857142857142857,11.212857142857144,50.31428571428571,62.22857142857142,38.357142857142854,45.857142857142854
99,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-05-28,1.19,0.0,0.0,6.008571428571429,0.8214285714285714,8.614285714285714,54.75714285714286,61.857142857142854,47.642857142857146,44.785714285714285
100,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-06-04,0.14,0.0,0.0,6.2942857142857145,0.3628571428571429,17.46857142857143,59.05714285714286,72.78571428571429,45.357142857142854,49.142857142857146
101,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-06-11,1.6800000000000002,0.0,0.0,6.104285714285715,0.4785714285714286,14.498571428571429,58.67142857142857,70.27142857142857,47.042857142857144,35.17857142857143
102,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-06-18,0.78,0.0,0.0,4.281428571428571,0.3714285714285714,10.427142857142856,60.41428571428571,69.15714285714286,51.714285714285715,58.357142857142854
103,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-06-25,0.48,0.0,0.0,5.6571428571428575,0.23,18.49857142857143,66.21428571428571,77.81428571428572,54.628571428571426,55.642857142857146
104,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-07-02,1.04,0.0,0.0,3.6114285714285717,0.43142857142857144,19.12857142857143,69.61428571428571,80.92857142857143,58.32857142857143,34.857142857142854
105,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-07-09,0.14,0.0,0.0,5.784285714285715,0.7999999999999999,19.844285714285714,66.28571428571429,78.27142857142857,54.31428571428571,37.785714285714285
106,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-07-16,2.02,0.0,0.0,6.711428571428571,0.6342857142857143,20.002857142857142,67.91428571428571,79.37142857142858,56.42857142857143,34.285714285714285
107,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-07-23,0.5900000000000001,0.0,0.0,5.177142857142857,0.31857142857142856,14.122857142857143,64.0,75.22857142857143,52.785714285714285,51.75
108,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-07-30,1.49,0.0,0.0,3.707142857142857,0.13428571428571429,12.137142857142857,65.87142857142858,74.42857142857143,57.285714285714285,33.75
109,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-08-06,1.5,0.0,0.0,3.5485714285714285,0.03571428571428571,9.937142857142858,65.88571428571429,73.89999999999999,57.885714285714286,35.857142857142854
110,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-08-13,0.67,0.0,0.0,4.54,0.07285714285714286,16.541428571428572,69.61428571428571,80.32857142857142,58.91428571428571,33.357142857142854
111,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-08-20,0.8,0.0,0.0,4.632857142857143,0.09142857142857143,11.302857142857144,63.08571428571428,72.3,53.857142857142854,35.714285714285715
112,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-08-27,0.19,0.0,0.0,3.674285714285714,0.10142857142857142,16.532857142857143,63.0,75.31428571428572,50.728571428571435,32.857142857142854
113,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-09-03,0.07,0.0,0.0,2.9400000000000004,0.13428571428571429,16.532857142857143,68.04285714285714,79.57142857142857,56.51428571428572,31.964285714285715
114,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-09-10,0.1,0.0,0.0,3.3885714285714283,0.09999999999999999,14.209999999999999,58.5,72.52857142857142,44.457142857142856,35.892857142857146
115,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-09-17,1.4700000000000002,0.0,0.0,5.561428571428571,0.25142857142857145,12.882857142857144,60.82857142857143,72.12857142857142,49.48571428571428,31.892857142857142
116,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-09-24,1.12,0.0,0.0,4.89,0.29571428571428576,12.648571428571428,59.857142857142854,70.82857142857144,48.871428571428574,32.17857142857143
117,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-10-01,0.03,0.0,0.0,3.2614285714285716,0.12571428571428572,9.785714285714286,47.114285714285714,60.75714285714285,33.48571428571429,55.67857142857143
118,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-10-08,1.2200000000000002,0.0,0.0,2.845714285714286,0.03571428571428571,9.948571428571428,51.94285714285714,64.07142857142857,39.785714285714285,68.42857142857143
119,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-10-15,0.01,0.0,0.0,5.305714285714286,0.2757142857142857,12.795714285714284,47.457142857142856,60.628571428571426,34.285714285714285,64.89285714285714
120,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-10-22,1.42,0.0,0.0,4.7299999999999995,0.37714285714285717,8.235714285714286,47.228571428571435,57.65714285714286,36.785714285714285,87.32142857142857
121,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-10-29,0.0,0.0,0.0,5.465714285714285,0.31857142857142856,11.034285714285714,47.32857142857143,61.214285714285715,33.44285714285714,67.64285714285714
122,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-11-05,0.47,1.0,0.0,6.390000000000001,0.4828571428571428,7.487142857142857,42.94285714285714,52.15714285714286,33.785714285714285,64.5
123,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-11-12,1.77,0.0,0.0,4.538571428571428,0.15999999999999998,3.7399999999999998,43.68571428571429,50.142857142857146,37.271428571428565,88.03571428571429
124,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-11-19,0.9500000000000001,0.0,0.0,5.24,0.5814285714285715,4.478571428571429,38.55714285714286,45.642857142857146,31.485714285714284,92.0
125,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-11-26,0.0,0.0,0.0,4.951428571428571,0.39571428571428574,4.188571428571429,25.2,35.0,15.414285714285715,72.75
126,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-12-03,0.89,0.5,1.0,5.975714285714285,0.31142857142857144,3.261428571428571,32.82857142857143,39.785714285714285,25.885714285714283,82.17857142857143
127,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-12-10,0.0,0.0,0.0,4.698571428571428,0.4114285714285714,4.348571428571429,19.614285714285717,30.857142857142858,8.385714285714286,91.57142857142857
128,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-12-17,2.04,4.0,15.0,5.368571428571428,0.13714285714285715,2.6128571428571425,23.657142857142855,34.800000000000004,12.557142857142855,87.28571428571429
129,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-12-24,1.6300000000000001,2.0,14.0,5.492857142857143,0.22285714285714286,2.617142857142857,23.8,33.25714285714286,14.342857142857143,82.39285714285714
130,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-12-31,0.61,10.0,13.0,10.737142857142857,0.4342857142857143,2.0942857142857143,15.928571428571429,23.842857142857145,8.028571428571428,85.75
131,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-01-07,0.24000000000000002,1.5,57.0,1.4057142857142857,0.20285714285714285,2.292857142857143,18.52857142857143,28.800000000000004,8.242857142857144,86.35714285714286
132,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-01-14,0.09,1.0,49.0,4.664285714285714,0.27285714285714285,2.8242857142857143,18.214285714285715,30.11428571428571,6.328571428571428,83.92857142857143
