,STATION,LATITUDE,LONGITUDE,County,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,vpdmin (hPa),vpdmax (hPa)
29,USC00270913,43.25886,-72.0021,Merrimack,248.4,2000-12-31,210.03,4.279999999999999,16.0,42.0,661.2,959.0,363.9,10.44,90.58
30,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-01-31,111.84,1.4100000000000001,6.5,231.0,624.8,965.9,284.1,7.19,84.97
31,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-02-28,229.29000000000002,3.24,29.5,325.0,626.9,943.4,310.3,8.8,94.66
32,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-03-31,238.7,7.3100000000000005,58.0,789.0,887.4,1164.2,610.7,10.44,132.41
33,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-04-30,203.78,0.94,0.3,473.0,1281.6,1649.8,912.7,17.52,325.99
34,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-05-31,194.81,1.6600000000000001,0.0,0.0,1755.6,2169.4,1342.1,16.91,533.9
35,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-06-30,149.43,5.319999999999999,0.0,0.0,1980.8,2326.5,1634.5,11.75,547.86
36,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-07-31,159.04,3.31,0.0,0.0,2061.3,2441.8,1680.8,10.58,597.48
37,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-08-31,140.49,1.1400000000000001,0.0,0.0,2196.2,2581.6,1810.6,16.74,685.0600000000001
38,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-09-30,147.41,4.720000000000001,0.0,0.0,1809.2,2210.8,1408.1,2.73,471.18
39,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-10-31,149.65,0.97,0.0,0.0,1523.4,1950.7,1096.3,8.83,367.72
40,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-11-30,148.74,1.73,0.0,0.0,1202.2,1526.6,877.5,9.299999999999999,196.46
41,USC00270913,43.25886,-72.0021,Merrimack,248.4,2001-12-31,144.28,2.81,5.5,24.0,983.5,1276.7,690.7,7.05,130.54
42,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-01-31,165.09,2.11,16.5,135.0,867.8,1151.3,584.2,6.17,111.53
43,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-02-28,173.13,2.8600000000000003,5.5,102.0,730.6,1053.3,408.1,6.7700000000000005,116.39
44,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-03-31,211.58,4.34,14.5,73.0,1002.4,1291.4,713.3,10.709999999999999,158.48
45,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-04-30,211.61,4.01,4.0,4.0,1383.3,1736.9,1030.1,15.45,345.33
46,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-05-31,233.08,4.91,1.0,0.0,1634.2,1988.4,1279.9,32.21,432.25
47,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-06-30,164.88,6.01,0.0,0.0,1880.6,2221.4,1539.6,12.1,475.1
48,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-07-31,159.07,1.2,0.0,0.0,2173.1,2536.8,1809.6,18.71,632.39
49,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-08-31,150.32,2.04,0.0,0.0,2210.6,2622.3,1798.9,24.35,824.87
50,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-09-30,146.06,3.79,0.0,0.0,1896.7,2263.0,1530.6,9.25,501.4
51,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-10-31,156.36,3.26,5.5,6.0,1415.2,1735.2,1096.1,7.84,230.84
52,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-11-30,177.6,5.63,14.5,77.0,1049.5,1285.9,813.1,6.3,124.37
53,USC00270913,43.25886,-72.0021,Merrimack,248.4,2002-12-31,209.81,3.6,23.5,182.0,761.8000000000001,1046.4,476.7,12.2,99.43
54,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-01-31,195.98,2.93,28.0,507.0,408.4,724.4,92.4,6.12,59.06
55,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-02-28,200.01,3.18,14.8,437.0,502.7,793.7,212.0,7.7,81.48
56,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-03-31,200.43,2.9699999999999998,4.5,379.0,915.4,1310.9,520.3,6.05,169.75
57,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-04-30,174.93,3.93,14.0,99.0,1210.5,1539.5,880.8,15.18,292.12
58,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-05-31,158.36,5.3100000000000005,0.0,0.0,1663.3,1969.8,1356.9,19.96,347.96
59,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-06-30,154.79,2.38,0.0,0.0,1933.4,2244.2,1622.9,13.5,502.26
60,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-07-31,159.96,3.02,0.0,0.0,2174.6,2520.7,1828.2,24.6,632.4
61,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-08-31,136.22,12.07,0.0,0.0,2179.6,2498.2,1859.9,8.07,508.32
62,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-09-30,118.77,5.41,0.0,0.0,1819.9,2147.0,1493.6,3.7800000000000002,347.11
63,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-10-31,164.88,5.27,1.0,1.0,1434.5,1789.4,1079.0,5.42,262.31
64,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-11-30,172.0,3.02,0.0,0.0,1182.1,1465.5,898.8,13.7,173.73
65,USC00270913,43.25886,-72.0021,Merrimack,248.4,2003-12-31,220.54,6.8500000000000005,33.0,372.0,821.5,1122.2,520.9,11.92,109.19
66,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-01-31,272.92,0.95,5.0,301.0,400.0,664.3,136.0,13.92,67.54
67,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-02-29,216.09,1.33,9.0,449.0,664.7,981.2,348.3,19.59,117.17
68,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-03-31,202.02,1.71,7.5,94.0,1065.8,1366.0,765.4,14.52,178.82
69,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-04-30,218.58,7.87,0.0,0.0,1327.0,1657.3,996.5,18.11,310.74
70,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-05-31,190.81,5.91,0.0,0.0,1766.8,2125.2,1409.0,15.280000000000001,433.1
71,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-06-30,168.68,2.91,0.0,0.0,1876.2,2231.8,1520.5,19.330000000000002,515.72
72,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-07-31,148.76,5.33,0.0,0.0,2106.6,2406.0,1806.7,13.9,492.44
73,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-08-31,139.35,5.43,0.0,0.0,2120.2,2447.2,1793.7,12.52,505.99
74,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-09-30,121.27,5.1499999999999995,0.0,0.0,1826.1,2181.4,1470.9,9.84,409.5
75,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-10-31,158.38,2.04,0.0,0.0,1482.6,1828.8,1136.6,13.2,282.2
76,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-11-30,185.89,4.02,0.0,0.0,1140.3,1441.9,838.6,16.04,177.95
77,USC00270913,43.25886,-72.0021,Merrimack,248.4,2004-12-31,203.57,4.51,6.5,19.0,781.9,1050.3,513.2,10.11,93.02
78,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-01-31,208.47,3.4899999999999998,30.3,139.0,559.7,872.2,247.0,7.69,77.69
79,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-02-28,152.79,3.04,20.5,177.0,671.0,1010.2,331.8,7.32,120.2
80,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-03-31,216.3,4.3,26.0,314.0,889.9,1220.8,558.3,16.080000000000002,162.24
81,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-04-30,194.4,6.29,0.0,0.0,1388.3,1778.9,998.2,21.41,375.83
82,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-05-31,188.14,4.95,0.0,0.0,1565.6,1865.4,1265.0,20.08,324.44
83,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-06-30,120.57,7.569999999999999,0.0,0.0,2033.8,2352.9,1714.8,17.84,530.17
84,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-07-31,139.8,5.66,0.0,0.0,2195.0,2543.2,1847.0,19.2,601.02
85,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-08-31,122.37,2.82,0.0,0.0,2169.6,2515.8,1823.1,16.1,599.97
86,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-09-30,125.49,2.94,0.0,0.0,1906.9,2287.0,1526.9,13.96,504.88
87,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-10-31,168.42000000000002,15.86,0.0,0.0,1556.5,1806.7,1306.9,15.56,232.91
88,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-11-30,151.91,5.82,5.0,19.0,1145.5,1448.9,842.2,11.74,193.07999999999998
89,USC00270913,43.25886,-72.0021,Merrimack,248.4,2005-12-31,157.26,4.39,16.5,153.0,761.8,1047.4,476.2,9.79,88.8
90,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-01-31,165.73,4.83,19.5,153.0,851.1,1154.3,547.5,7.45,104.55
91,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-02-28,203.77,2.75,9.0,62.0,672.2,944.7,399.3,10.98,105.08
92,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-03-31,228.13,1.3,0.0,8.0,985.3,1290.8,680.0,23.08,189.07999999999998
93,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-04-30,216.3,3.22,0.3,0.0,1393.7,1779.5,1007.8,31.2,388.26
94,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-05-31,195.3,14.030000000000001,0.0,0.0,1713.7,2003.6,1423.2,27.36,386.06
95,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-06-30,144.08,10.84,0.0,0.0,1979.3,2242.0,1716.7,17.51,421.44
96,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-07-31,130.19,5.13,0.0,0.0,2248.1,2580.8,1915.8,33.38,646.58
97,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-08-31,129.97,3.5100000000000002,0.0,0.0,2061.3,2403.4,1719.0,20.73,541.33
98,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-09-30,117.45,2.07,0.0,0.0,1767.0,2099.1,1434.9,10.45,369.98
99,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-10-31,175.59,7.56,0.0,0.0,1473.2,1805.9,1140.6,14.64,275.87
100,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-11-30,119.88,4.97,0.0,0.0,1275.8,1553.2,998.6,11.92,179.76
101,USC00270913,43.25886,-72.0021,Merrimack,248.4,2006-12-31,163.96,4.04,2.0,2.0,1042.6,1305.5,779.6,14.48,140.52
102,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-01-31,193.26,3.19,4.0,29.0,740.1,1018.0,462.0,11.72,100.59
103,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-02-28,221.03,1.47,25.0,260.0,481.5,754.0,208.7,13.31,88.36
104,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-03-31,238.68,3.46,16.0,278.0,890.7,1239.8,541.7,16.8,180.9
105,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-04-30,200.65,7.62,22.0,60.0,1231.0,1522.5,939.8,24.99,275.4
106,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-05-31,182.76,3.64,0.0,0.0,1732.3,2136.3,1328.7,26.44,554.51
107,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-06-30,144.28,2.61,0.0,0.0,1944.5,2265.9,1623.3,28.66,510.96000000000004
108,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-07-31,134.89,5.23,0.0,0.0,2118.8,2436.5,1801.4,24.46,559.08
109,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-08-31,119.44,3.2399999999999998,0.0,0.0,2120.3,2504.7,1735.8,24.82,648.68
110,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-09-30,123.93,4.88,0.0,0.0,1875.9,2255.6,1496.5,20.18,524.96
111,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-10-31,118.99,5.08,0.0,0.0,1668.8,1997.9,1339.7,15.3,330.01
112,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-11-30,159.49,4.14,1.0,1.0,1087.5,1360.9,814.0,16.830000000000002,161.25
113,USC00270913,43.25886,-72.0021,Merrimack,248.4,2007-12-31,158.35,4.67,37.1,333.0,724.6,987.1,462.5,11.1,80.1
114,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-01-31,156.8,3.47,15.5,419.0,715.1,1036.5,393.8,8.27,97.81
115,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-02-29,173.57,9.49,34.5,519.0,715.0,984.0,445.5,10.26,82.7
116,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-03-31,220.56,5.66,12.0,537.0,872.3,1179.2,564.3,15.32,136.94
117,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-04-30,160.65,3.52,0.5,73.0,1361.4,1742.8,980.1,21.59,377.65
118,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-05-31,178.72,1.2,0.0,0.0,1632.2,2014.2,1250.2,34.11,475.49
119,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-06-30,119.23,5.28,0.0,0.0,1969.6,2273.5,1666.4,24.86,506.73
120,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-07-31,123.68,6.640000000000001,0.0,0.0,2188.6,2508.9,1868.7,19.21,554.35
121,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-08-31,111.84,5.07,0.0,0.0,2045.2,2364.4,1725.7,14.26,470.7
122,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-09-30,117.65,8.43,0.0,0.0,1818.5,2145.8,1491.8,10.11,388.1
123,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-10-31,125.92,3.09,0.0,0.0,1478.2,1842.1,1114.5,9.92,294.94
124,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-11-30,154.08,4.49,1.0,0.0,1113.3,1369.1,857.9,14.72,141.95
125,USC00270913,43.25886,-72.0021,Merrimack,248.4,2008-12-31,203.78,5.35,30.5,87.0,814.0,1100.9,527.4,9.92,91.7
126,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-01-31,175.82,2.6100000000000003,29.5,195.0,432.8,773.8,92.4,7.47,69.3
127,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-02-28,205.36,1.94,16.5,273.0,618.8,937.5,300.4,10.8,96.51
128,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-03-31,182.52,3.2,9.0,67.0,970.3,1313.1,627.5,13.24,185.29
129,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-04-30,203.78,4.0,0.0,0.0,1372.2,1711.7,1031.9,26.509999999999998,351.03
130,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-05-31,162.85,3.98,0.0,0.0,1708.2,2062.0,1354.0,22.46,454.56
131,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-06-30,136.92,5.02,0.0,0.0,1851.0,2121.6,1580.7,18.98,376.62
132,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-07-31,138.44,7.7,0.0,0.0,2046.6,2330.4,1762.0,12.23,448.53000000000003
133,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-08-31,106.03,5.03,0.0,0.0,2156.1,2486.5,1826.2,15.24,553.31
134,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-09-30,111.37,1.19,0.0,0.0,1740.4,2108.8,1372.0,8.64,400.59
135,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-10-31,130.63,5.84,0.0,0.0,1406.0,1713.5,1098.9,7.8100000000000005,232.0
136,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-11-30,141.38,3.2,0.0,0.0,1272.4,1571.4,973.8,14.280000000000001,200.19
137,USC00270913,43.25886,-72.0021,Merrimack,248.4,2009-12-31,243.16,4.34,17.0,206.0,798.6,1064.3,532.6,12.2,92.48
138,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-01-31,223.69,2.5100000000000002,19.5,216.0,700.0,967.1999999999999,433.0,12.5,79.16
139,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-02-28,258.57,4.390000000000001,19.5,153.0,731.9,928.3,536.0,20.35,91.91
140,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-03-31,214.09,4.88,1.0,95.0,1180.6,1486.0,875.3,18.9,226.48
141,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-04-30,166.2,3.7700000000000005,0.0,0.0,1448.5,1811.8,1085.1,16.02,372.64
142,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-05-31,180.73,1.85,0.0,0.0,1807.8,2216.2,1399.5,27.27,573.67
143,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-06-30,142.01,2.86,0.0,0.0,1978.2,2299.8,1656.7,24.57,520.04
144,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-07-31,174.03,2.25,0.0,0.0,2277.8,2647.1,1908.4,38.1,771.89
145,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-08-31,146.75,3.1799999999999997,0.0,0.0,2125.3,2482.1,1768.7,31.58,642.65
146,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-09-30,151.19,1.52,0.0,0.0,1892.4,2231.9,1552.9,24.96,514.47
147,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-10-31,184.08,7.1000000000000005,0.0,0.0,1518.3,1845.3,1191.5,16.58,276.39
148,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-11-30,166.44,3.96,0.5,0.0,1153.5,1427.7,880.1,17.46,177.55
149,USC00270913,43.25886,-72.0021,Merrimack,248.4,2010-12-31,261.05,3.52,10.5,40.0,781.6,1021.6,541.1,16.72,85.92
150,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-01-31,165.74,2.84,29.8,411.0,580.5,905.5,256.0,8.55,80.16
151,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-02-28,202.46,3.3,28.5,685.0,558.9,889.4,228.4,10.78,102.17
152,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-03-31,238.67000000000002,5.21,7.3,371.0,950.7,1234.5,667.2,17.04,142.77
153,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-04-30,179.85,4.47,5.0,7.0,1259.9,1537.8,982.1,14.53,240.84
154,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-05-31,177.2,5.18,0.0,0.0,1741.9,2049.0,1434.8,20.29,346.47
155,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-06-30,138.91,4.27,0.0,0.0,1939.6,2264.3,1614.9,29.19,529.36
156,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-07-31,138.72,2.22,0.0,0.0,2224.5,2586.0,1863.7,32.32,715.28
157,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-08-31,138.47,10.14,0.0,0.0,2136.5,2460.1,1813.0,11.43,517.24
158,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-09-30,88.84,4.21,0.0,0.0,1894.2,2197.8,1590.6,8.02,382.78000000000003
159,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-10-31,147.63,6.609999999999999,13.3,22.0,1609.3,1884.5,1334.5,12.75,271.46999999999997
160,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-11-30,121.9,3.5700000000000003,9.0,54.0,1219.9,1541.3,898.4,14.58,211.71
161,USC00270913,43.25886,-72.0021,Merrimack,248.4,2011-12-31,158.8,5.1,3.5,7.0,1027.9,1316.4,739.5,12.01,123.78
162,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-01-31,182.97,3.11,8.7,79.0,747.8000000000001,1007.0,488.3,11.35,89.92
163,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-02-29,173.36,1.04,2.0,5.0,823.1,1101.9,544.3,15.09,135.21
164,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-03-31,172.89,1.68,10.0,60.0,1241.0,1586.6,896.5,24.48,297.75
165,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-04-30,221.91,3.17,0.0,0.0,1395.3,1738.7,1052.0,37.97,370.26
166,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-05-31,133.77,4.51,0.0,0.0,1706.6,2017.0,1396.7,21.58,403.32
167,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-06-30,146.96,5.11,0.0,0.0,1912.2,2218.3,1605.6,21.63,476.45
168,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-07-31,130.85,3.09,0.0,0.0,2228.6,2610.4,1847.1000000000001,44.5,768.2
169,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-08-31,97.31,3.77,0.0,0.0,2200.9,2558.4,1843.2,16.52,633.25
170,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-09-30,124.82,3.9,0.0,0.0,1850.1,2218.1,1482.5,16.88,474.78999999999996
171,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-10-31,120.56,4.17,0.0,0.0,1580.2,1875.0,1285.6,12.3,256.29
172,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-11-30,164.85,2.67,0.0,0.0,1169.0,1444.8,893.3,19.400000000000002,178.11
173,USC00270913,43.25886,-72.0021,Merrimack,248.4,2012-12-31,169.09,4.18,14.0,42.0,957.5,1187.5,727.5,12.68,96.04
174,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-01-31,200.44,0.8400000000000001,10.0,118.0,650.8,947.5,354.3,11.69,89.84
175,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-02-28,197.07999999999998,3.8,29.5,259.0,657.8,907.3,408.5,11.24,88.53
176,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-03-31,223.05,2.52,15.0,444.0,935.3000000000001,1182.8,688.7,13.55,129.47
177,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-04-30,223.91,2.59,0.5,44.0,1278.6,1610.0,947.7,24.8,284.56
178,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-05-31,167.53,4.08,0.0,0.0,1699.3,2102.7,1296.1,18.12,452.47
179,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-06-30,131.56,6.2700000000000005,0.0,0.0,1930.9,2270.7,1591.4,12.61,539.77
180,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-07-31,118.58,11.72,0.0,0.0,2260.9,2569.5,1952.8,12.34,536.76
181,USC00270913,43.25886,-72.0021,Merrimack,248.4,2013-08-31,118.55,2.39,0.0,0.0,2074.7,2458.1,1691.3,16.62,598.13
